BioSample accession no.,SourceSeq.,Strain_ID/Alias,IsolatYear,SourceCountry,Serogroup_type,ST,No. void loci
SAMEA3303647,ERR998729,CNRVC970027,,,,69,1
SAMEA3303648,ERR998730,CNRVC970028,,,,69,1
SAMEA3303649,ERR998731,CNRVC970036,,,,69,2
SAMEA3303650,ERR998732,CNRVC970053,,,,69,1
SAMEA3303651,ERR998733,CNRVC970058,,,,69,4
SAMEA3303673,ERR998734,CNRVC970064,,,,69,3
SAMEA3303674,ERR998735,CNRVC970075,,,,69,1
SAMEA3303675,ERR998736,CNRVC970079,,,,69,1
SAMEA3303676,ERR998737,CNRVC970108,,,,69,1
SAMEA3303677,ERR998738,CNRVC970109,,,,69,1
SAMEA3303678,ERR998739,CNRVC970110,,,,69,1
SAMEA3303679,ERR998740,CNRVC970112,,,,69,1
SAMEA3303680,ERR998741,CNRVC970113,,,,69,1
SAMEA3303681,ERR998742,CNRVC970123,,,,69,1
SAMEA3303682,ERR998743,CNRVC970125,,,,69,2
SAMEA3303683,ERR998744,CNRVC970126,,,,69,1
SAMEA3303684,ERR998745,CNRVC970127,,,,69,1
SAMEA3303685,ERR998746,CNRVC970135,,,,69,1
SAMEA3303686,ERR998747,CNRVC970141,,,,69,1
SAMEA3303687,ERR998748,CNRVC970143,,,,69,1
SAMEA3303688,ERR998749,CNRVC970147,,,,69,2
SAMEA3303689,ERR998750,CNRVC970152,,,,69,1
SAMN02603969,GCA_000006745.1,N16961,1975,Bangladesh,O1_Inaba,69,1
SAMN02604040,GCA_000016245.1,O395,1965,India,O1_Ogawa,73,3
SAMN02603897,GCA_000021605.1,M66-2,1937,Indonesia,O1 ,71,0
SAMN02603898,GCA_000021625.1,O395,1965,India,O1_Ogawa,73,3
SAMN02603569,GCA_000022585.1,MJ-1236,1994,Bangladesh,O1_Inaba,69,0
SAMN02435880,GCA_000152425.1,MO10,1992,India,O139 ,69,0
SAMN02435834,GCA_000152445.1,RC385,1998,USA,,,76
SAMN02435835,GCA_000152465.2,V51,1987,USA,O141 ,42,38
SAMN02435859,GCA_000153785.3,AM-19226,2001,Bangladesh,O39,29,11
SAMN02435868,GCA_000153865.1,MAK757,1937,Indonesia,O1_Ogawa,,18
SAMN02435870,GCA_000153985.3,MZO-2,,,,28,18
SAMN02435871,GCA_000154005.2,623-39,2002,Bangladesh,Non-O1/O139 ,32,10
SAMN00765529,GCA_000166455.2,2010EL-1786,2010,Haiti,O1_Ogawa,69,0
SAMN00138732,GCA_000166475.2,2010EL-1798,2010,Haiti,O1_Ogawa,69,0
SAMN00138733,GCA_000166495.2,2010EL-1792,2010,Haiti,O1_Ogawa,69,1
SAMN02435881,GCA_000167935.2,V52,1968,Sudan,O37,68,2
SAMN02435867,GCA_000168895.2,1587,1994,Peru,O12,748,19
SAMN02435869,GCA_000168935.3,MZO-3,2001,Bangladesh,O37,65,11
SAMN02393812,GCA_000174115.1,12129(1),1985,Australia,O1_Inaba,16,13
SAMN02393813,GCA_000174255.1,TM11079-80,1980,Brazil,O1_Ogawa,48,44
SAMN02393809,GCA_000174275.1,RC9,1985,Kenya,O1_Ogawa,69,0
SAMN02393808,GCA_000174295.1,TMA-21,1982,Brazil,Non-O1/O139 ,79,40
SAMN02393810,GCA_000174315.1,B33,2004,Mozambique,O1_Ogawa,69,0
SAMN02393811,GCA_000174335.1,BX330286,1986,Australia,O1_Inaba,70,4
SAMN02393814,GCA_000175695.1,CIRS101,2002,Bangladesh,O1_Inaba,69,1
SAMN02435827,GCA_000220725.2,HC-49A2,2010,Haiti,O1,69,2
SAMN02435828,GCA_000220745.3,HCUF01,2010,Haiti,O1,69,0
SAMN00222980,GCA_000220785.2,HE-48,2010,Haiti,Non-O1/O139 ,739,27
SAMN00249590,GCA_000221445.1,HC-02A1,2010,Haiti,Non-O1/O139 ,740,30
SAMN02470783,GCA_000223095.2,Amazonia,1992,Brazil,O1 ,48,42
SAMN00222984,GCA_000234395.2,HC-23A1,2010,Haiti,O1,69,0
SAMN02435809,GCA_000234435.2,HC-43A1,2010,Haiti,O1,69,3
SAMN00765516,GCA_000237405.2,2009V-1046,2009,Pakistan,O1_Ogawa,69,2
SAMN00765527,GCA_000237425.2,2009V-1085,2009,Sri Lanka/India,O1_Ogawa,69,0
SAMN00765530,GCA_000237445.2,2009V-1096,2009,India,O1_Inaba,69,1
SAMN00765531,GCA_000237465.2,2009V-1116,2009,Pakistan,O1_Ogawa,69,0
SAMN00765532,GCA_000237485.2,2009V-1131,2009,India,O1_Ogawa,69,2
SAMN00765533,GCA_000237505.2,2010EL-1749,2010,Cameroon,O1,,34
SAMN00765534,GCA_000237525.2,2010EL-1961,2010,Haiti,O1_Ogawa,69,1
SAMN00765535,GCA_000237545.2,2010EL-2010H,2010,Haiti,O1_Ogawa,69,0
SAMN00765536,GCA_000237565.2,2010EL-2010N,2010,Haiti,O1_Ogawa,69,0
SAMN00765517,GCA_000237585.2,2010V-1014,2010,Pakistan,O1_Ogawa,69,1
SAMN00765518,GCA_000237605.2,2011EL-1089,2010,Haiti,O1_Ogawa,69,1
SAMN00765520,GCA_000237645.2,2011EL-1137,2009,South Africa,O1_Ogawa,69,1
SAMN00765521,GCA_000237665.2,2011V-1021,2011,Dominican Republic,O1_Ogawa,69,1
SAMN00765522,GCA_000237685.2,3500-05,2005,India,O1_Inaba,69,0
SAMN00765523,GCA_000237705.2,3546-06,2006,India,O1_Inaba,69,2
SAMN00765524,GCA_000237725.2,3554-08,2008,Nepal,O1_Ogawa,69,4
SAMN00765525,GCA_000237745.2,3569-08,2008,USA,O1_Inaba,,33
SAMN00765526,GCA_000237765.2,3582-05,2005,Pakistan,O1_Inaba,69,0
SAMN00765528,GCA_000237785.2,C6706,1991,Peru,O1_Inaba,69,1
SAMN02603415,GCA_000250855.1,IEC224,1994,Brazil,O1,69,4
SAMN02469782,GCA_000257415.2,2011EL-301,2011,Russia,,69,1
SAMN02470784,GCA_000275645.1,H1,2010,Haiti,O1,69,1
SAMN00265075,GCA_000279265.1,HE-25,2010,Haiti,Non-O1/O139 ,745,9
SAMN00621717,GCA_000279285.1,HE-45,2010,Haiti,Non-O1/O139 ,730,45
SAMN00622036,GCA_000279345.1,CP1042(15),2010,Thailand,O1,69,0
SAMN00622022,GCA_000279395.1,CP1048(21),2010,Bangladesh,O1,69,0
SAMN02435820,GCA_000279415.1,HC-20A2,2010,Haiti,,69,0
SAMN00619210,GCA_000279435.1,HC-43B1,2010,Haiti,,736,58
SAMN00622035,GCA_000281655.1,CP1046(19),1995,Peru,O1,69,0
SAMN02469953,GCA_000299495.2,VC35,2004,Malaysia,O1,166,8
SAMN02469952,GCA_000299515.2,VC1761,2009,Malaysia,,69,0
SAMN02469954,GCA_000299535.2,VC4370,2008,Malaysia,O139 ,69,0
SAMN02435814,GCA_000304755.1,CP1033(6),2000,Mexico,O1,69,0
SAMN02435824,GCA_000304955.2,HC-41B1,2010,Haiti,Non-O1/O139 ,736,61
SAMN00736140,GCA_000304995.1,HC-50A2,,,,69,50
SAMN00727941,GCA_000305055.2,HC-60A1,,,,740,28
SAMN00722988,GCA_000305075.2,HC-62A1,2010,Haiti,O1,69,0
SAMN00752544,GCA_000305525.2,HC-02C1,,,,740,28
SAMN00752545,GCA_000305545.2,HC-59B1,,,,740,28
SAMN00752542,GCA_000305565.2,HC-44C1,2010,Haiti,Non-O1/O139 ,736,58
SAMN00752441,GCA_000305585.2,HC-37A1,,,,69,0
SAMN00752440,GCA_000305605.1,HC-46B1,,,,736,58
SAMN00752541,GCA_000305625.2,HC-62B1,,,,69,4
SAMN00760470,GCA_000305645.2,HC-55B2,,,,740,28
SAMN00752543,GCA_000305675.2,HC-17A2,,,,69,0
SAMN00752540,GCA_000305695.2,HC-69A1,,,,69,1
SAMN02435825,GCA_000318485.2,HC-7A1,2010,Haiti,O1,69,0
SAMN02435810,GCA_000318505.2,HC-81A1,2010,Haiti,O1,69,1
SAMN02470062,GCA_000330905.1,4260B,1993,Bangladesh,O139,69,2
SAMN02469666,GCA_000338075.1,InabaG4222,2001,South Africa,O1,69,3
SAMN02469778,GCA_000338215.2,P-18785,2005,Russia,O1,75,8
SAMN00989307,GCA_000348165.2,EC-0009,2010,Bangladesh,O1,69,0
SAMN00989313,GCA_000348265.2,EDC-022,,,O1,69,0
SAMN00989302,GCA_000348305.2,EM-1546,,,O1,69,0
SAMN00989277,GCA_000348385.2,NHCC-004A,2010,Bangladesh,O1,69,0
SAMN02469662,GCA_000387585.1,CP1110,2010,USA,O75,754,29
SAMN02469660,GCA_000387605.1,CP1115,2010,USA,O75,754,30
SAMN02469658,GCA_000387625.1,CP1111,2010,USA,O75,754,31
SAMN02469664,GCA_000387645.1,CP1112,2010,USA,O75,754,29
SAMN02469659,GCA_000387665.1,CP1113,2010,USA,O75,754,29
SAMN02469661,GCA_000387685.1,CP1114,2010,USA,O75,754,35
SAMN02469665,GCA_000387705.1,CP1117,2010,USA,O75,754,29
SAMN02469663,GCA_000387725.1,CP1116,2010,USA,O75,754,29
SAMN02435819,GCA_000474965.1,HC-36A1,2010,Haiti,,740,28
SAMN02470030,GCA_000487955.1,E306,2013,China,O139,69,0
SAMN02469780,GCA_000500675.1,OgawaRND19187,2010,Russia,O1,69,2
SAMN02469779,GCA_000500695.1,InabaRND18899,2006,Russia,O1,69,0
SAMN02469783,GCA_000500715.1,OgawaRND6878,2012,Russia,O1,69,0
SAMN02469781,GCA_000500735.1,InabaRND18826,2005,Russia,O1,69,3
SAMN02630793,GCA_000600255.1,L-3226,2010,Russia,O1,69,13
SAMN02666511,GCA_000705295.1,M-1293,1994,Russia,O1,69,12
SAMN02195196,GCA_000710155.1,2012EL-1759,2012,Haiti,Non-O1/O139,729,3
SAMN02691893,GCA_000710455.1,OgawaRND19191,2010,Russia,O1,69,4
SAMN02585803,GCA_000735705.1,I-1263,1997,Russia,O1 ,69,10
SAMN02693888,GCA_000736765.1,133-73,1973,India,O48 ,755,27
SAMN02693893,GCA_000736775.1,984-81,1981,India,O89 ,11,49
SAMN02693892,GCA_000736785.1,1421-77,1977,India,O80 ,15,34
SAMN02693886,GCA_000736795.1,5473-62,1962,Philippines,O31 ,756,37
SAMN02693883,GCA_000736845.1,MO4,1992,India,O139 ,69,19
SAMN02693887,GCA_000736855.1,1311-69,1969,India,O35,,42
SAMN02693894,GCA_000736865.1,NIH41,1941,India,O1 ,69,1
SAMN02693890,GCA_000736925.1,981-75,1975,India,O65 ,74,8
SAMN02693891,GCA_000736935.1,8-76,1976,India,O77 ,5,15
SAMN02693881,GCA_000736945.1,571-88,1988,China,O105 ,17,70
SAMN02693884,GCA_000737005.1,234-93,1993,India,O141 ,42,37
SAMN02693885,GCA_000737025.1,254-93,1993,India,O144 ,555,30
SAMN02904552,GCA_000740515.2,InDRE3140,2013,Mexico,O1_Ogawa,69,23
SAMN03014087,GCA_000753725.1,MAK676,1937,Indonesia,O1_Ogawa,71,5
SAMN03014086,GCA_000754625.1,5/66,1966,Pakistan,O1_Ogawa,73,8
SAMN02911891,GCA_000763075.1,RND81,2014,Russia,,69,63
SAMN02741837,GCA_000765415.1,2012EL-2176,2012,Haiti,O1_Ogawa,69,0
SAMN03093453,GCA_000786335.1,81,2014,Russia,,69,12
SAMN03093452,GCA_000786345.1,3265/80,2014,Russia,,69,7
SAMN03104850,GCA_000788415.1,2010AA-143,2010,Haiti,O1_Inaba,69,2
SAMN03103686,GCA_000788425.1,2010AA-142,2010,Haiti,O1_Inaba,69,3
SAMN03104851,GCA_000788435.1,2010AA-144,2010,Haiti,O1_Inaba,69,2
SAMN03104881,GCA_000788495.1,2012Env-2,2012,Haiti,Non-O1/O139 ,757,12
SAMN03104882,GCA_000788515.1,2012Env-25,2012,Haiti,Non-O1/O139 ,,17
SAMN03104852,GCA_000788535.1,2010AA-145,2010,Haiti,O1_Inaba,69,2
SAMN03104853,GCA_000788555.1,2010AA-146,2010,Haiti,O1_Inaba,69,3
SAMN03104854,GCA_000788575.1,2010AA-147,2010,Haiti,O1_Inaba,69,1
SAMN03104855,GCA_000788595.1,2010AA-148,2010,Haiti,O1_Inaba,69,4
SAMN03104856,GCA_000788615.1,2010AA-150,2010,Haiti,O1_Inaba,69,8
SAMN03104857,GCA_000788635.1,2010AA-151,2010,Haiti,O1_Inaba,69,3
SAMN03104879,GCA_000788655.1,2012Env-131,2012,Haiti,O1_Inaba,69,2
SAMN03104883,GCA_000788675.1,2012Env-32,2012,Haiti,Non-O1/O139 ,758,37
SAMN03104885,GCA_000788715.2,2012Env-9,2012,Haiti,O1_Inaba,173,10
SAMN03104877,GCA_000788735.1,2012Env-90,2012,Haiti,O1 ,69,3
SAMN03104884,GCA_000788755.1,2012Env-92,2012,Haiti,Non-O1/O139 ,752,25
SAMN03104875,GCA_000788775.1,2012HC-25,2012,Haiti,O1_Inaba,,17
SAMN03104866,GCA_000788795.1,2012HC-24,2012,Haiti,O1_Inaba,69,2
SAMN03104870,GCA_000788815.1,2012HC-34,2012,Haiti,O1_Inaba,69,3
SAMN03104867,GCA_000788835.1,2012HC-31,2012,Haiti,O1_Inaba,69,5
SAMN03104878,GCA_000788855.1,2012Env-94,2012,Haiti,O1_Inaba,69,5
SAMN03104872,GCA_000788875.1,2012HC-07,2012,Haiti,O1_Inaba,69,0
SAMN03104874,GCA_000788895.1,2012HC-18,2012,Haiti,O1_Inaba,69,1
SAMN03104863,GCA_000788915.1,2012HC-17,2012,Haiti,O1_Inaba,69,1
SAMN03104868,GCA_000788935.1,2012HC-32,2012,Haiti,O1_Inaba,69,0
SAMN03104871,GCA_000788955.1,2012HC-35,2012,Haiti,O1_Inaba,69,1
SAMN03104869,GCA_000788975.1,2012HC-33,2012,Haiti,O1_Inaba,69,0
SAMN03104864,GCA_000788995.1,2012HC-21,2012,Haiti,O1_Inaba,69,4
SAMN03104865,GCA_000789015.1,2012HC-22,2012,Haiti,O1_Inaba,69,5
SAMN03104859,GCA_000789035.1,2012HC-11,2012,Haiti,O1_Inaba,69,1
SAMN03104862,GCA_000789055.1,2012HC-16,2012,Haiti,O1_Inaba,69,0
SAMN03104861,GCA_000789075.1,2012HC-15,2012,Haiti,O1_Inaba,69,0
SAMN03104876,GCA_000789095.1,2012HC-19,2012,Haiti,O1_Inaba,69,3
SAMN03104873,GCA_000789115.1,2012HC-08,2012,Haiti,O1_Inaba,69,0
SAMN03104858,GCA_000789135.1,2012HC-10,2012,Haiti,O1_Inaba,69,3
SAMN03104860,GCA_000789155.1,2012HC-12,2012,Haiti,O1_Inaba,69,3
SAMN03234995,GCA_000818865.1,I-1471,2011,Russia,O1_Ogawa,75,17
SAMD00061025,GCA_000829215.1,MS6,2008,Thailand,O1_Ogawa,75,4
SAMN03371481,GCA_000939665.1,MAK97,1937,Indonesia,O1_Ogawa,71,17
SAMEA3231217,GCA_000946735.1,G_298 Guinea,,,,69,13
SAMN03381398,GCA_000953755.1,InDRE4354,2013,Mexico,O1_Ogawa,69,10
SAMN03381198,GCA_000953775.1,InDRE4262,2013,Mexico,O1_Ogawa,69,9
SAMN03417811,GCA_000960915.1,M1429,2004,Russia,O1,69,8
SAMN03417810,GCA_000961975.1,D-35,1958,Bangladesh,,73,6
SAMN02928187,GCA_000963555.1,FJ147,2005,China,O1_Inaba,69,1
SAMN03100020,GCA_000965285.1,R17644,1997,Russia,O1,69,7
SAMN03436197,GCA_000966375.1,P18899-D,2006,Russia,O1,,23
SAMN03436878,GCA_000966385.1,M818,1970,Russia,,69,13
SAMN03436133,GCA_000966395.1,P18899,2006,Russia,O1,69,9
SAMN03380744,GCA_000967785.1,I-1300,1999,Russia,O1,69,4
SAMN03248305,GCA_000969235.1,1154-74,1974,India,O49 ,14,28
SAMN03248306,GCA_000969265.1,10432-62,1962,Philippines,O27 ,741,23
SAMN02352647,GCA_001027485.1,PhVC-326,2011,Philippines,,69,2
SAMN02352648,GCA_001027495.1,PhVE-5,2011,Philippines,,69,1
SAMN02352646,GCA_001027505.1,PhVC-311,2011,Philippines,,69,2
SAMN03402961,GCA_001029975.1,YN2011004,2011,China,O1_Ogawa,69,1
SAMN03402964,GCA_001030015.1,YN97083,1997,China,O1_Inaba,69,0
SAMN03402963,GCA_001030035.1,YN89004,1989,China,O1_Ogawa,69,1
SAMN02741812,GCA_001045415.1,TSY216,2010,Thailand,O1 ,69,1
SAMN03402962,GCA_001184775.1,YN98296,1998,China,O139 ,69,21
SAMN03839342,GCA_001186485.1,EM-1626,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839357,GCA_001186495.1,NHCC-078,2011,Bangladesh,O1_Ogawa,69,2
SAMN03839343,GCA_001186505.1,EM-1652A,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839341,GCA_001186515.1,EM-1543,2010,Bangladesh,O1_Ogawa,69,0
SAMN03839345,GCA_001186565.1,EM-1688,2011,Bangladesh,O1_Ogawa,69,1
SAMN03839344,GCA_001186575.1,EM-1654,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839346,GCA_001186585.1,EM-1690A,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839347,GCA_001186595.1,EM-1690,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839348,GCA_001186645.1,EM-1706,2011,Bangladesh,O1_Ogawa,69,2
SAMN03839351,GCA_001186655.1,NHCC-011,2010,Bangladesh,O1_Ogawa,69,0
SAMN03839349,GCA_001186665.1,NHCC-04,2010,Bangladesh,O1_Ogawa,69,0
SAMN03839355,GCA_001186675.1,NHCC-048,2010,Bangladesh,O1_Ogawa,69,0
SAMN03839353,GCA_001186725.1,NHCC-021,2010,Bangladesh,O1_Ogawa,69,0
SAMN03839354,GCA_001186735.1,NHCC-042,2010,Bangladesh,O1_Ogawa,69,0
SAMN03839352,GCA_001186755.1,NHCC-019,2010,Bangladesh,O1_Ogawa,69,3
SAMN03839350,GCA_001186785.1,NHCC-05,2010,Bangladesh,O1_Ogawa,69,8
SAMN03839360,GCA_001186805.1,NHCC-081,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839362,GCA_001186825.1,NHCM-01,2010,Bangladesh,O1_Ogawa,69,1
SAMN03839361,GCA_001186835.1,NHCC-083,2011,Bangladesh,O1_Ogawa,69,2
SAMN03839363,GCA_001186855.1,NHCM-02,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839366,GCA_001186885.1,NHCM-06,2011,Bangladesh,O1_Ogawa,69,1
SAMN03839365,GCA_001186905.1,NHCM-04,2011,Bangladesh,O1_Ogawa,69,2
SAMN03839367,GCA_001186915.1,NHCM-012,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839368,GCA_001186925.1,NHCM-013,2011,Bangladesh,O1_Ogawa,69,2
SAMN03839369,GCA_001186965.1,NHCM-016A,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839370,GCA_001186985.1,NHCM-017,2011,Bangladesh,O1_Ogawa,69,2
SAMN03839371,GCA_001186995.1,NHCM-029,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839375,GCA_001187015.1,NHCM-044,2011,Bangladesh,O1_Ogawa,69,2
SAMN03839373,GCA_001187025.1,NHCM-037,2011,Bangladesh,O1_Ogawa,69,1
SAMN03839372,GCA_001187065.1,NHCM-033,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839374,GCA_001187085.1,NHCM-043,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839376,GCA_001187095.1,NHCM-045,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839379,GCA_001187105.1,NHCM-053,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839377,GCA_001187145.1,NHCM-047,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839380,GCA_001187165.1,NHCM-054,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839378,GCA_001187175.1,NHCM-048,2011,Bangladesh,O1_Ogawa,69,4
SAMN03839356,GCA_001187185.1,NHCC-068,2010,Bangladesh,O1_Ogawa,69,0
SAMN03839358,GCA_001187225.1,NHCC-079,2011,Bangladesh,O1_Ogawa,69,2
SAMN03839359,GCA_001187245.1,NHCC-080,2011,Bangladesh,O1_Ogawa,69,0
SAMN03839340,GCA_001187255.1,EM-1542,2010,Bangladesh,O1_Ogawa,69,0
SAMN03839364,GCA_001187265.1,NHCM-03,2011,Bangladesh,O1_Ogawa,69,0
SAMEA889269,GCA_001247245.1,4679,1999,Bangladesh,O1_Ogawa,69,4
SAMEA889163,GCA_001247525.1,A346(1),1994,Bangladesh,O1_Ogawa,69,0
SAMEA889332,GCA_001247835.1,1627,2005,Mozambique,O1_Ogawa,69,0
SAMEA889175,GCA_001247885.1,IDHO1_726,2009,India,O1_Ogawa,69,43
SAMEA889177,GCA_001248505.1,4519,2005,India,O1_Ogawa,69,0
SAMEA889231,GCA_001249085.1,MBRN14,2004,India,O1_Ogawa,69,12
SAMEA889368,GCA_001249315.1,4322,2004,India,O1_Inaba,69,17
SAMEA889174,GCA_001249715.1,GP152,1979,India,O1_Inaba,69,5
SAMEA889312,GCA_001249995.1,A177,1992,Colombia,O1_Inaba,69,30
SAMEA889171,GCA_001250035.1,GP145,1979,India,O1_Inaba,69,2
SAMEA889328,GCA_001250235.2,A19(N16961),1975,Bangladesh,O1_Inaba,69,0
SAMEA889369,GCA_001250435.1,4642,2006,India,O1_Inaba,69,17
SAMEA889159,GCA_001250455.1,A32,1991,Peru,O1_Inaba,69,0
SAMEA889362,GCA_001250795.1,MBN17,2004,India,O1_Inaba,69,5
SAMEA889227,GCA_001251435.1,7687,2009,Kenya,O1_Inaba,69,0
SAMEA889202,GCA_001251495.1,GP16,1971,India,O1_Inaba,73,11
SAMEA889238,GCA_001251935.1,6194,2007,Kenya,O1_Inaba,69,4
SAMEA889191,GCA_001252055.1,4551,2007,India,O1_Ogawa,69,0
SAMEA889305,GCA_001252075.1,4121,2004,Vietnam,O1_Ogawa,69,0
SAMEA889329,GCA_001252495.1,A18,1977,India,O1_Inaba,69,0
SAMEA889236,GCA_001252775.1,6215,2005,Kenya,O1_Inaba,69,1
SAMEA889178,GCA_001252895.1,4585,2007,India,O1_Ogawa,69,0
SAMEA889324,GCA_001253035.1,1346,2005,Mozambique,O1_Inaba,69,0
SAMEA889182,GCA_001253055.1,4600,2007,India,O1_Ogawa,69,0
SAMEA889255,GCA_001253235.1,A29,1991,Peru,O1_Inaba,69,0
SAMEA889253,GCA_001253695.1,A31,1991,Peru,O1_Inaba,69,0
SAMEA889338,GCA_001254055.1,A4,1973,,O1_Inaba,,3
SAMEA889198,GCA_001254095.1,A325,1993,Argentina,O1_Inaba,,8
SAMEA889185,GCA_001254335.1,4784,2009,Tanzania,O1_Ogawa,69,0
SAMEA889224,GCA_001254355.1,MG116226,1991,Bangladesh,O1_Ogawa,69,0
SAMEA889331,GCA_001254435.1,GP160,1980,India,O1_Ogawa,69,0
SAMEA889188,GCA_001254635.1,4623,2007,India,O1_Ogawa,69,0
SAMEA889335,GCA_001254655.1,A10,1979,Bangladesh,O1_Ogawa,69,0
SAMEA889337,GCA_001254675.1,A5,1989,Angola,O1_Inaba,69,0
SAMEA889372,GCA_001255155.1,A22,1979,Bangladesh,O1_Inaba,69,9
SAMEA889336,GCA_001255575.1,A6,1957,Indonesia,O1_Inaba,69,0
SAMEA889392,GCA_001255835.1,4536,2007,India,O1_Ogawa,69,0
SAMEA889268,GCA_001256015.1,4663,2001,Bangladesh,O1_Ogawa,69,3
SAMEA889173,GCA_001256355.1,PRL5,1980,India,O1_Ogawa,69,8
SAMEA889374,GCA_001257035.1,4110,1995,Vietnam,O1_Inaba,69,1
SAMEA889164,GCA_001257075.1,A488(1),2006,Bangladesh,O1_Ogawa,69,0
SAMEA889237,GCA_001257835.1,6193,2005,Kenya,O1_Inaba,69,4
SAMEA889226,GCA_001257895.1,4593,2007,India,O1_Ogawa,69,0
SAMEA889365,GCA_001258495.1,4656,2006,India,O1_Ogawa,69,2
SAMEA889184,GCA_001258555.1,4488,2006,India,O1_Ogawa,69,1
SAMEA889183,GCA_001258995.1,4646,2007,India,O1_Ogawa,69,0
SAMEA889303,GCA_001259055.1,4113,2003,Vietnam,O1_Inaba,69,0
SAMEA889371,GCA_001259135.1,4605,2007,India,O1_Ogawa,69,9
SAMEA889179,GCA_001259235.1,4552,2007,India,O1_Ogawa,69,0
SAMEA889396,GCA_001259475.1,6210,2007,Kenya,O1_Inaba,69,2
SAMEA889221,GCA_001259715.1,4538,2007,India,O1_Inaba,69,0
SAMEA889299,GCA_001259995.1,A215,1985,USA,O1_Inaba,,11
SAMEA889176,GCA_001260175.1,4662,2001,Bangladesh,O1_Ogawa,69,0
SAMEA889333,GCA_001260295.1,1362,2005,Mozambique,O1_Ogawa,69,0
SAMEA889304,GCA_001260335.1,4339,2004,India,O1_Ogawa,69,0
SAMEA889373,GCA_001260995.1,A27,1991,Peru,O1_Inaba,69,0
SAMEA889195,GCA_001261075.1,PRL64,1992,India,O1_Ogawa,69,8
SAMEA889197,GCA_001261535.1,A487(1),2007,Bangladesh,O1_Inaba,69,0
SAMEA889242,GCA_001261555.1,6201,2007,Kenya,O1_Inaba,69,1
SAMN04023227,GCA_001281585.1,31,2011,Ukraine,O1 ,69,5
SAMN04023224,GCA_001281595.1,39,2011,Ukraine,O1 ,69,7
SAMN04023226,GCA_001281615.1,43,1994,Ukraine,O1 ,69,35
SAMN04023225,GCA_001281665.1,56,1994,Ukraine,O1 ,69,3
SAMN03839339,GCA_001282605.1,EC-051,2010,Bangladesh,O1_Inaba,69,0
SAMEA3257723,GCA_001292745.1,16-17b,,India,,163,58
SAMEA3257725,GCA_001292785.1,BRV8,,United Kingdom,,759,36
SAMN04191514,GCA_001318185.1,KW3,,,O1,69,0
SAMN03488004,GCA_001402185.1,YB1A01,2009,USA,,747,29
SAMN03488017,GCA_001402255.1,YB4G06,2009,USA,,335,22
SAMN03488015,GCA_001402265.1,YB4F05,2009,USA,,749,24
SAMN03488012,GCA_001402275.1,YB3G04,2009,USA,,335,22
SAMN03488014,GCA_001402285.1,YB4C07,2009,USA,,,4
SAMN03488021,GCA_001402335.1,YB7A06,2009,USA,,747,29
SAMN03488005,GCA_001402365.1,YB1G06,2009,USA,,750,24
SAMN03488007,GCA_001402375.1,YB2A06,2009,USA,,335,22
SAMN03488009,GCA_001402415.1,YB2G05,2009,USA,,749,24
SAMN03488010,GCA_001402425.1,YB2G07,2009,USA,,463,12
SAMN03488019,GCA_001402435.1,YB5A06,2009,USA,,747,29
SAMN03488020,GCA_001402445.1,YB6A06,2009,USA,,749,24
SAMN03488006,GCA_001402535.1,YB2A05,2009,USA,,749,24
SAMN03488011,GCA_001402545.1,YB3B05,2009,USA,,,4
SAMN03488016,GCA_001402575.1,YB4G05,2009,USA,,463,14
SAMN03488018,GCA_001402585.1,YB4H02,2009,USA,,335,22
SAMN03488022,GCA_001402595.1,YB7A09,2009,USA,,749,24
SAMN03488013,GCA_001402605.1,YB4B03,2009,USA,,463,12
SAMN03488023,GCA_001402655.1,YB8E08,2009,USA,,,4
SAMN03488008,GCA_001411585.1,YB2G01,2009,USA,,335,22
SAMN04376929,GCA_001515085.1,M1399,1982,Russia,,,12
SAMN04376920,GCA_001515095.1,ME-7,1966,India,,71,22
SAMN04376927,GCA_001515105.1,M1395,1981,Russia,,,10
SAMN04376926,GCA_001515115.1,M988,1972,Turkmenistan,,760,16
SAMN04376930,GCA_001515165.1,M1522,2014,Russia,,,29
SAMN04417215,GCA_001517845.1,M1275,1993,Russia,O1 ,69,6
SAMN04417250,GCA_001517855.1,M1275D,2015,Russia,O1 ,69,4
SAMN04417245,GCA_001521835.1,M888,1970,Russia,,,22
SAMN04382890,GCA_001543465.1,InabaPIC018,2007,Bangladesh,O1 ,69,4
