BioSample,ST,Void_loci,SourceSeq,AMR genes,Identifier,SourceCountry,IsolatYear,Serogroup_type,Plasmid
SAMEA3303609,69,0,ERR976584,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC990015,Uganda,1999 ,,
SAMEA3303610,69,1,ERR998707,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC960258,Nigeria,1996 ,,
SAMEA3303611,69,2,ERR976585,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",CNRVC990019,Mozambique,1999 ,,
SAMEA3303612,69,1,ERR998708,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC960265,Chad,1996 ,,
SAMEA3303613,69,2,ERR976586,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",CNRVC990038,Mozambique,1999 ,,
SAMEA3303614,69,2,ERR976587,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",CNRVC990039,Mozambique,1999 ,,
SAMEA3303615,69,1,ERR998709,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC960271,Nigeria,1996 ,,
SAMEA3303616,69,0,ERR976588,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC990078,Madagascar,1999 ,,
SAMEA3303617,69,0,ERR998710,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC960272,Senegal,1996 ,,
SAMEA3303618,69,0,ERR976589,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC000055,Madagascar,1999 ,,
SAMEA3303619,69,1,ERR998711,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC960273,Chad,1996 ,,
SAMEA3303620,69,1,ERR976590,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC000056,Madagascar,1999 ,,
SAMEA3303621,69,3,ERR998712,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC960293,Cameroon,1996 ,,
SAMEA3303622,69,0,ERR976591,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC000058,Madagascar,2000 ,,
SAMEA3303623,69,4,ERR998713,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(B), tet(C), varG",CNRVC960299,Rwanda,1996 ,,IncC
SAMEA3303624,69,0,ERR976592,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC000059,Madagascar,2000 ,,
SAMEA3303625,69,4,ERR998714,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(B), varG",CNRVC960308,DR Congo,1996 ,,IncC
SAMEA3303626,69,0,ERR976593,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC000060,Madagascar,2000 ,,
SAMEA3303627,69,4,ERR998715,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(B), tet(C), varG",CNRVC960312,Rwanda,1996 ,,IncC
SAMEA3303628,69,4,ERR998716,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(B), tet(C), varG",CNRVC960317,Rwanda,1996 ,,IncC
SAMEA3303629,69,0,ERR976594,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC000062,Madagascar,2000 ,,
SAMEA3303630,69,0,ERR998717,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC960318,Senegal,1996 ,,
SAMEA3303631,69,1,ERR976595,"catB9, dfrA1, varG",CNRVC000064,Madagascar,2000 ,,
SAMEA3303632,69,1,ERR976596,"catB9, dfrA1, varG",CNRVC000065,Madagascar,2000 ,,
SAMEA3303633,69,0,ERR998718,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC960321,Senegal,1996 ,,
SAMEA3303634,69,3,ERR976597,"catB9, varG",CNRVC010015,Djibouti,1994 ,,
SAMEA3303635,69,0,ERR998719,"catB9, dfrA1, varG",CNRVC960324,Senegal,1996 ,,
SAMEA3303636,69,2,ERR976598,"catB9, varG",CNRVC010017,Djibouti,1994 ,,
SAMEA3303637,69,0,ERR998720,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC960327,Senegal,1996 ,,
SAMEA3303638,69,2,ERR976599,"catB9, varG",CNRVC010018,Djibouti,1994 ,,
SAMEA3303639,69,5,ERR998721,"catB9, varG",CNRVC960328,Rwanda,1996 ,,
SAMEA3303640,69,5,ERR998722,"catB9, varG",CNRVC960329,Rwanda,1996 ,,
SAMEA3303641,69,4,ERR998723,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(B), tet(C), varG",CNRVC970004,DR Congo,1997 ,,IncC
SAMEA3303642,69,4,ERR998724,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(B), tet(C), varG",CNRVC970007,DR Congo,1997 ,,IncC
SAMEA3303643,69,1,ERR998725,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC970014,Cameroon,1997 ,,
SAMEA3303644,69,0,ERR998726,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC970019,Cameroon,1997 ,,
SAMEA3303645,69,1,ERR998727,"catB9, varG",CNRVC970022,Cameroon,1997 ,,
SAMEA3303646,69,1,ERR998728,"catB9, varG",CNRVC970024,Cameroon,1997 ,,
SAMEA3303647,69,1,ERR998729,"catB9, varG",CNRVC970027,DR Congo,1997 ,,
SAMEA3303648,69,1,ERR998730,"catB9, varG",CNRVC970028,DR Congo,1997 ,,
SAMEA3303649,69,1,ERR998731,"catB9, varG",CNRVC970036,Cameroon,1997 ,,
SAMEA3303650,69,2,ERR998732,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(C), varG",CNRVC970053,Somalia,1997 ,,IncC
SAMEA3303651,69,4,ERR998733,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(B), tet(C), varG",CNRVC970058,DR Congo,1997 ,,IncC
SAMEA3303673,69,4,ERR998734,"catA1, catB9, dfrA15, sul1, sul2, tet(B), varG",CNRVC970064,DR Congo,1997 ,,IncC
SAMEA3303674,69,1,ERR998735,"catB9, varG",CNRVC970075,Central African Republic,1997 ,,
SAMEA3303675,69,1,ERR998736,"aac(3)-IIe, aadA1, aph(3'')-Ib, aph(6)-Id, blaSHV-2A, blaTEM, catA1, catB9, dfrA1, sul1, sul2, tet(C), varG",CNRVC970079,Central African Republic,1997 ,,IncC
SAMEA3303676,69,1,ERR998737,"catB9, varG",CNRVC970108,Central African Republic,1997 ,,
SAMEA3303677,69,1,ERR998738,"catB9, varG",CNRVC970109,Central African Republic,1997 ,,
SAMEA3303678,69,1,ERR998739,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC970110,Central African Republic,1997 ,,
SAMEA3303679,69,1,ERR998740,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC970112,Central African Republic,1997 ,,
SAMEA3303680,69,1,ERR998741,"catB9, varG",CNRVC970113,DR Congo,1997 ,,
SAMEA3303681,69,1,ERR998742,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC970123,Central African Republic,1997 ,,
SAMEA3303682,69,2,ERR998743,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC970125,Central African Republic,1997 ,,
SAMEA3303683,69,1,ERR998744,"catB9, varG",CNRVC970126,Central African Republic,1997 ,,
SAMEA3303684,69,1,ERR998745,"catB9, varG",CNRVC970127,Central African Republic,1997 ,,
SAMEA3303685,69,2,ERR998746,"catB9, varG",CNRVC970135,DR Congo,1997 ,,
SAMEA3303686,69,1,ERR998747,"catB9, varG",CNRVC970141,Central African Republic,1997 ,,
SAMEA3303687,69,2,ERR998748,"catB9, varG",CNRVC970143,Central African Republic,1997 ,,
SAMEA3303688,69,2,ERR998749,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, varG",CNRVC970147,Benin,1997 ,,
SAMEA3303689,69,1,ERR998750,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, varG",CNRVC970152,Benin,1997 ,,
SAMEA3303690,69,2,ERR976547,"catB9, varG",CNRVC970170,Gabon,1997 ,,
SAMEA3303691,69,4,ERR976548,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(B), varG",CNRVC970174,DR Congo,1997 ,,IncC
SAMEA3303692,69,2,ERR976549,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(C), varG",CNRVC970175,Djibouti,1997 ,,IncC
SAMEA3303693,69,3,ERR976550,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(B), varG",CNRVC970176,DR Congo,1997 ,,IncC
SAMEA3303694,69,2,ERR976551,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(C), varG",CNRVC970177,Djibouti,1997 ,,IncC
SAMEA3303695,69,0,ERR976552,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980004,Uganda,1998 ,,
SAMEA3303696,69,0,ERR976553,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980005,Uganda,1998 ,,
SAMEA3303697,69,0,ERR976554,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980021,Cameroon,1997 ,,
SAMEA3303698,69,0,ERR976555,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980022,Cameroon,1997 ,,
SAMEA3303699,69,0,ERR976556,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980023,Comoros,1998 ,,
SAMEA3303700,69,0,ERR976557,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980026,Comoros,1998 ,,
SAMEA3303701,69,0,ERR976558,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980029,Comoros,1998 ,,
SAMEA3303702,69,2,ERR976559,"catB9, varG",CNRVC980030,Republic of the Congo,1998 ,,
SAMEA3303703,69,2,ERR976560,"catB9, varG",CNRVC980034,Republic of the Congo,1998 ,,
SAMEA3303704,69,1,ERR976561,"catB9, varG",CNRVC980060,Cameroon,1998 ,,
SAMEA3303705,69,1,ERR976562,"catB9, varG",CNRVC980061,Cameroon,1998 ,,
SAMEA3303706,69,0,ERR976563,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980080,Tanzania,1998 ,,
SAMEA3303707,69,0,ERR976564,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980081,Tanzania,1998 ,,
SAMEA3303708,69,2,ERR976565,"aph(3'')-Ib, aph(6)-Id, blaCARB-4, catA1, catB9, dfrA15, sul1, sul2, tet(C), varG",CNRVC980158,Djibouti,1997 ,,IncC
SAMEA3303709,69,0,ERR976566,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980194,Rwanda,1998 ,,
SAMEA3303710,69,0,ERR976567,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980195,Rwanda,1998 ,,
SAMEA3303711,69,1,ERR976568,"catB9, varG",CNRVC980323,Cameroon,1998 ,,
SAMEA3303712,69,0,ERR976569,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980324,Rwanda,1998 ,,
SAMEA3303713,69,1,ERR976570,"catB9, varG",CNRVC980328,Cameroon,1998 ,,
SAMEA3303714,69,0,ERR976571,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980356,Sudan,1998 ,,
SAMEA3303715,69,1,ERR976572,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980359,Burkina Faso,1998 ,,
SAMEA3303716,69,1,ERR976573,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980360,Burkina Faso,1998 ,,
SAMEA3303717,69,1,ERR976574,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980367,Guinea,1998 ,,
SAMEA3303718,69,0,ERR976575,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980384,Sudan,1998 ,,
SAMEA3303719,69,2,ERR976576,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980395,Cameroon,1998 ,,
SAMEA3303720,69,2,ERR976577,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980396,Cameroon,1998 ,,
SAMEA3303721,69,2,ERR976578,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980397,Cameroon,1998 ,,
SAMEA3303722,69,3,ERR976579,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CNRVC980398,Cameroon,1998 ,,
SAMEA3303723,69,4,ERR976580,"catB9, varG",CNRVC980418,Sierra Leone,1998 ,,
SAMEA3356127,69,4,ERR1024518,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",71211,Ghana,2011 ,,
SAMEA3356129,69,0,ERR1024520,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",36014,,,,
SAMEA3356130,69,0,ERR1024521,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",1914,Ghana,2014 ,,
SAMEA3356132,69,0,ERR1024523,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",18014,,,,
SAMEA3356133,69,0,ERR1024524,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",46814,Ghana,2014 ,,
SAMEA3356134,69,0,ERR1024525,"aph(3'')-Ib, aph(6)-Id, blaTEM-1, catB9, dfrA1, floR, sul2, varG",14614,,,,
SAMEA3356135,69,0,ERR1024526,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",26214,Ghana,2014 ,,
SAMEA3356136,,67,ERR1024527,"catB9, varG",J31_W,,,,
SAMEA3356137,170,11,ERR1024528,varG,VC849_07,,,,
SAMEA3356138,69,9,ERR1024529,"catB9, varG",F99_W,,,,
SAMEA3356139,75,9,ERR1024530,varG,SF366,,,,
SAMEA3356140,170,11,ERR1024531,varG,VC182_14,,,,
SAMEA3356141,729,7,ERR1024532,varG,Me3,,,,
SAMEA3356143,738,115,ERR1024534,varG,T12550,,,,
SAMEA3356144,738,114,ERR1024535,varG,T13074,,,,
SAMEA3356145,738,115,ERR1024536,varG,T2220,,,,
SAMEA3356146,738,116,ERR1024537,varG,T522,,,,
SAMEA3356147,738,116,ERR1024538,"dfrA16, sul1, varG",T5957,,,,
SAMEA3356148,738,115,ERR1024539,varG,T610,,,,
SAMEA3356149,,38,ERR1024540,"blaTEM-1, varG",T777,,,,
SAMEA3356150,,119,ERR1024541,"dfrA16, sul1",T1437,,,,
SAMEA3356151,738,115,ERR1024542,varG,VC591_14,,,,
SAMEA3356152,338,65,ERR1024543,varG,T2734,,,,
SAMEA3356153,,84,ERR1024544,blaPSE,NI16,,,,
SAMEA35129668,69,0,ERR1767367,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",VC-1_S1_L001,Bangladesh,2015 ,,
SAMEA35130418,69,0,ERR1767368,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",VC-2_S2_L001,Bangladesh,2015 ,,
SAMEA35131168,69,1,ERR1767369,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",VC-3_S3_L001,Bangladesh,2015 ,,
SAMEA3903150,515,0,ERR1556706,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355824,,,,
SAMEA3903151,515,5,ERR1556707,"catB9, dfrA1, varG",4124STDY6355825,,,,
SAMEA3903152,69,2,ERR1556708,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, qnrD1, sul2, varG",4124STDY6355826,,,,Col3M
SAMEA3903153,515,0,ERR1556709,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355827,,,,
SAMEA3903154,69,1,ERR1556710,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355828,,,,
SAMEA3903155,69,1,ERR1556711,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355829,,,,
SAMEA3903156,515,0,ERR1556712,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355830,,,,
SAMEA3903157,515,3,ERR1556713,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355831,,,,
SAMEA3903158,515,1,ERR1556714,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355832,,,,
SAMEA3903159,,128,ERR1556715,"aph(3'')-Ib, aph(6)-Id, floR, sul2",4124STDY6355833,,,,
SAMEA3903160,515,1,ERR1556716,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355834,,,,
SAMEA3903161,515,0,ERR1556717,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355835,,,,
SAMEA3903162,515,1,ERR1556718,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355836,,,,
SAMEA3903163,515,0,ERR1556719,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355837,,,,
SAMEA3903164,515,0,ERR1556720,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355838,,,,
SAMEA3903165,515,1,ERR1556721,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355839,,,,
SAMEA3903166,515,1,ERR1556722,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355840,,,,
SAMEA3903167,515,0,ERR1556723,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355841,,,,
SAMEA3903168,515,1,ERR1556724,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355842,,,,
SAMEA3903170,515,2,ERR1556726,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355844,,,,
SAMEA3903171,515,0,ERR1556727,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355845,,,,
SAMEA3903172,515,1,ERR1556728,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355846,,,,
SAMEA3903173,515,9,ERR1556729,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355847,,,,
SAMEA3903174,515,12,ERR1556730,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355848,,,,
SAMEA3903175,515,2,ERR1556731,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355849,,,,
SAMEA3903176,515,6,ERR1556732,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355850,,,,
SAMEA3903177,69,4,ERR1556733,"catB9, varG",4124STDY6355851,,,,
SAMEA3903178,515,3,ERR1556734,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355852,,,,
SAMEA3903179,515,13,ERR1556735,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355853,,,,
SAMEA3903180,69,3,ERR1556736,"catB9, varG",4124STDY6355854,,,,
SAMEA3903181,69,33,ERR1556737,"catB9, varG",4124STDY6355855,,,,
SAMEA3903182,69,0,ERR1556738,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355856,,,,
SAMEA3903183,69,0,ERR1556739,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355857,,,,
SAMEA3903184,69,0,ERR1556740,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355858,,,,
SAMEA3903185,69,0,ERR1556741,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355859,,,,
SAMEA3903186,69,0,ERR1556742,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355860,,,,
SAMEA3903187,69,0,ERR1556743,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355861,,,,
SAMEA3903188,69,0,ERR1556744,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355862,,,,
SAMEA3903189,69,0,ERR1556745,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355863,,,,
SAMEA3903190,69,0,ERR1556746,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355864,,,,
SAMEA3903191,69,0,ERR1556747,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355865,,,,
SAMEA3903192,69,0,ERR1556748,"catB9, dfrA1, varG",4124STDY6355866,,,,
SAMEA3903193,69,0,ERR1556749,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355867,,,,
SAMEA3903194,69,0,ERR1556750,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355868,,,,
SAMEA3903195,69,0,ERR1556799,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355918,,,,
SAMEA3903196,69,0,ERR1556751,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355869,,,,
SAMEA3903197,69,14,ERR1556800,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355919,,,,
SAMEA3903198,69,0,ERR1556752,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355870,,,,
SAMEA3903199,69,0,ERR1556801,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355920,,,,
SAMEA3903200,69,0,ERR1556753,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355871,,,,
SAMEA3903201,69,1,ERR1556754,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355872,,,,
SAMEA3903202,69,0,ERR1556802,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355921,,,,
SAMEA3903203,69,0,ERR1556755,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355873,,,,
SAMEA3903204,69,1,ERR1556803,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355922,,,,
SAMEA3903205,69,0,ERR1556756,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355874,,,,
SAMEA3903206,69,0,ERR1556757,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355875,,,,
SAMEA3903207,69,1,ERR1556804,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355923,,,,
SAMEA3903208,69,0,ERR1556805,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355924,,,,
SAMEA3903209,69,0,ERR1556758,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355876,,,,
SAMEA3903210,69,0,ERR1556806,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355925,,,,
SAMEA3903211,69,0,ERR1556759,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355877,,,,
SAMEA3903212,69,0,ERR1556807,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355926,,,,
SAMEA3903213,69,0,ERR1556760,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355878,,,,
SAMEA3903214,69,0,ERR1556808,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355927,,,,
SAMEA3903215,69,0,ERR1556761,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355879,,,,
SAMEA3903216,69,0,ERR1556809,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355928,,,,
SAMEA3903217,69,2,ERR1556762,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355880,,,,
SAMEA3903218,69,0,ERR1556810,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355929,,,,
SAMEA3903219,69,0,ERR1556763,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355881,,,,
SAMEA3903220,69,0,ERR1556811,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355930,,,,
SAMEA3903221,69,0,ERR1556812,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355931,,,,
SAMEA3903222,69,0,ERR1556764,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355882,,,,
SAMEA3903223,69,1,ERR1556813,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355932,,,,
SAMEA3903224,69,0,ERR1556765,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355883,,,,
SAMEA3903225,69,0,ERR1556814,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355933,,,,
SAMEA3903226,69,0,ERR1556815,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355934,,,,
SAMEA3903227,69,0,ERR1556766,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4124STDY6355884,,,,
